CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
564	400	1284	155352	Amino Acid	Glycine, Serine and Threonine Metabolism	17	NAMED	AYFVYJQAPQTCCC-GBXIJSLDSA-N	N[C@H](C(O)=O)[C@H](O)C	threonine	threonine	72-19-5	6051	HMDB0000167	C00188	6288	Pos Early
565	400	54	155294	Amino Acid	Tryptophan Metabolism	259	NAMED	QIVBCDIJIAJPQS-VIFPVBQESA-N	O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2	tryptophan	tryptophan	73-22-3	6066	HMDB0000929	C00078	6305	Pos Early
566	400	1649	155438	Amino Acid	Leucine, Isoleucine and Valine Metabolism	421	NAMED	KZSNJWFQEVHDMF-BYPYZUCNSA-N	N[C@H](C(O)=O)C(C)C	valine	valine	72-18-4	6050	HMDB0000883	C00183	6287	Pos Early
567	400	1504	155382	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4328	NAMED	PVNIIMVLHYAWGP-UHFFFAOYSA-N	OC(C1=CC=CN=C1)=O	nicotinate	nicotinate	59-67-6	913	HMDB0001488	C00253	938	Pos Early
568	400	2150	155464	Cofactors and Vitamins	Vitamin B6 Metabolism	4475	NAMED	NHZMQXZHNVQTQA-UHFFFAOYSA-N	NCC(C(O)=C(C)N=C1)=C1CO	pyridoxamine	pyridoxamine	58052-48-5	1023	HMDB0001431	C00534	1052	Pos Early
572	305	48152	151982	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1240	NAMED	WQZGKKKJIJFFOK-DVKNGEFBSA-N	O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	glucose	glucose	50-99-7	71358	HMDB0000122	C00031	5793	Polar
798	400	555	155320	Nucleotide	Purine Metabolism, Adenine containing	4173	NAMED	OIRDTQYFTABQOQ-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3	adenosine	adenosine	58-61-7	54923	HMDB0000050	C00212	60961	Pos Early
799	400	3141	155487	Amino Acid	Glycine, Serine and Threonine Metabolism	7	NAMED	KWIUHFFTVRNATP-UHFFFAOYSA-N	O=C(C[N+](C)(C)C)[O-]	betaine	betaine	107-43-7	19951173,242	HMDB0000043	C00719	247	Pos Early
800	400	1868	155454	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	461	NAMED	XUJNEKJLAYXESH-REOHCLBHSA-N	SC[C@H](N)C(O)=O	cysteine	cysteine	56-89-3,52-90-4	5653	HMDB0000574	C00097	5862	Pos Early
803	305	48153	152039	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1370	NAMED	WQZGKKKJIJFFOK-DXQLJALPSA-N	O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O	mannose	mannose	3458-28-4	141983	HMDB0000169	C00159,C02209,C00936	82308,439680,185698,18950	Polar
806	400	5086	155492	Amino Acid	Glycine, Serine and Threonine Metabolism	6	NAMED	FFDGPVCHZBVARC-UHFFFAOYSA-N	CN(C)CC(O)=O	dimethylglycine	dimethylglycine	1118-68-9	653	HMDB0000092	C03626	673	Pos Early
811	400	1126	155351	Amino Acid	Alanine and Aspartate Metabolism	29	NAMED	QNAYBMKLOCPYGJ-REOHCLBHSA-N	O=C(O)[C@@H](N)C	alanine	alanine	56-41-7	5735	HMDB0000161	C00041	5950	Pos Early
815	400	1299	155353	Amino Acid	Tyrosine Metabolism	167	NAMED	OUYCCCASQSFEME-QMMMGPOBSA-N	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	tyrosine	tyrosine	60-18-4	5833	HMDB0000158	C00082	6057	Pos Early
821	209	33442	125870	Nucleotide	Pyrimidine Metabolism, Uracil containing	4248	NAMED	PTJWIQPHWPFNBW-GBNDHIKLSA-N	O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H]	pseudouridine	pseudouridine	1445-07-4	21403010	HMDB0000767	C02067	15047	Neg
823	305	48990	160586	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1256	NAMED	LCTONWCANYUPML-UHFFFAOYSA-N	CC(C(O)=O)=O	pyruvate	pyruvate	127-17-3	96901	HMDB0000243	C00022	1060	Polar
825	400	605	155338	Nucleotide	Pyrimidine Metabolism, Uracil containing	4247	NAMED	ISAKRJDGNUQOIC-UHFFFAOYSA-N	O=C(NC=C1)NC1=O	uracil	uracil	66-22-8	1141	HMDB0000300	C00106	1174	Pos Early
827	400	514	155308	Nucleotide	Pyrimidine Metabolism, Cytidine containing	4278	NAMED	UHDGCWIWMRVCDJ-XVFCMESISA-N	OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O	cytidine	cytidine	65-46-3	5940	HMDB0000089	C00475	6175	Pos Early
848	400	553	155318	Xenobiotics	Tobacco Metabolite	4639	NAMED	UIKROCXWUNQSPJ-VIFPVBQESA-N	O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C	cotinine	cotinine	486-56-6	746405	HMDB0001046		408	Pos Early
849	400	569	155325	Xenobiotics	Xanthine Metabolism	4619	NAMED	RYYVLZVUVIJVGH-UHFFFAOYSA-N	O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O	caffeine	caffeine	58-08-2	2424	HMDB0001847	C07481	2519	Pos Early
869	209	2856	125744	Nucleotide	Pyrimidine Metabolism, Uracil containing	4241	NAMED	DJJCXFVJDGTHFX-XVFCMESISA-N	O[C@]1([H])[C@@](O)([H])[C@](COP(O)(O)=O)([H])O[C@]1(N(C=C2)C(NC2=O)=O)[H]	uridine 5'-monophosphate (UMP)	UMP	3387-36-8	1399139	HMDB0000288	C00105	6030	Neg
873	400	5341	155495	Cofactors and Vitamins	Thiamine Metabolism	4448	NAMED	OHQKBYLHTFYNQF-UHFFFAOYSA-N	NC1=C(C[N+]2=CSC(CC[O-])=C2C)C=NC(C)=N1	thiamin (vitamin B1)	thiamin (vitamin B1)	59-43-8		HMDB0000235	DG00125,C00378,D08580	1130	Pos Early
878	305	577	146410	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1364	NAMED	RFSUNEUAIZKAJO-ARQDHWQXSA-N	OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O	fructose	fructose	57-48-7	5764	HMDB0000660	C00095	2723872	Polar
880	400	554	155319	Nucleotide	Purine Metabolism, Adenine containing	4174	NAMED	GFFGJBXGBJISGV-UHFFFAOYSA-N	NC1=NC=NC2=C1N=CN2	adenine	adenine	73-24-5	185	HMDB0000034	C00147	190	Pos Early
881	400	573	155326	Nucleotide	Pyrimidine Metabolism, Cytidine containing	4279	NAMED	OPTASPLRGRRNAP-UHFFFAOYSA-N	NC1=NC(NC=C1)=O	cytosine	cytosine	71-30-7	577	HMDB0000630	C00380	597	Pos Early
888	209	1642	125736	Lipid	Medium Chain Fatty Acid	1516	NAMED	GHVNFZFCNZKVNT-UHFFFAOYSA-N	CCCCCCCCCC(O)=O	caprate (10:0)	caprate (10:0)	334-48-5	2863	HMDB0000511	C01571	2969	Neg
889	209	12067	125750	Lipid	Medium Chain Fatty Acid	1521	NAMED	ZDPHROOEEOARMN-UHFFFAOYSA-N	O=C(O)CCCCCCCCCC	undecanoate (11:0)	undecanoate (11:0)	334-48-5	7888	HMDB0000947	C17715	8180	Neg
891	209	1121	125718	Lipid	Long Chain Saturated Fatty Acid	1534	NAMED	KEMQGTRYUADPNZ-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCCCC	margarate (17:0)	margarate (17:0)	506-12-7	10033	HMDB0002259		10465	Neg
892	209	1356	125722	Lipid	Long Chain Saturated Fatty Acid	1538	NAMED	ISYWECDDZWTKFF-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCC(O)=O	nonadecanoate (19:0)	nonadecanoate (19:0)	646-30-0	12071	HMDB0000772	C16535	12591	Neg
893	209	1118	125716	Lipid	Long Chain Saturated Fatty Acid	1539	NAMED	VKOBVWXKNCXXDE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCC(O)=O	arachidate (20:0)	arachidate (20:0)	506-30-9	10035	HMDB0002212	C06425	10467	Neg
914	305	1471	147709	Carbohydrate	Pentose Metabolism	1278	NAMED	PYMYPHUHKUWMLA-LMVFSUKVSA-N	O=C[C@@H]([C@@H]([C@@H](CO)O)O)O	ribose	ribose	50-69-1	4470639	HMDB0000283	C00121	5779	Polar
917	305	512	146394	Amino Acid	Alanine and Aspartate Metabolism	40	NAMED	DCXYFEDJOCDNAF-REOHCLBHSA-N	NC(C[C@H](N)C(O)=O)=O	asparagine	asparagine	70-47-3	6031	HMDB0000168	C00152	6267	Polar
922	402	1759	211070	Lipid	Dihydroceramides	3037	NAMED	KZTJQXAANJHSCE-OIDHKYIRSA-N	CCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)CCCCCCCCCCCCCCC)CO)=O	N-stearoyl-sphinganine (d18:0/18:0)*	N-stearoyl-sphinganine (d18:0/18:0)*	2304-80-5	4446686	HMDB0011761		5283573	Pos Late
923	305	601	145712	Nucleotide	Pyrimidine Metabolism, Orotate containing	4233	NAMED	UFIVEPVSAGBUSI-UHFFFAOYSA-N	O=C(C(NC1=O)CC(N1)=O)O	dihydroorotate	dihydroorotate	155-54-4	628	HMDB03349	C00337	648	Polar
925	209	1644	125738	Lipid	Medium Chain Fatty Acid	1512	NAMED	MNWFXJYAOYHMED-UHFFFAOYSA-N	CCCCCCC(O)=O	heptanoate (7:0)	heptanoate (7:0)	111-14-8	7803	HMDB0000666	C17714	8094	Neg
926	209	32489	125850	Lipid	Medium Chain Fatty Acid	1511	NAMED	FUZZWVXGSFPDMH-UHFFFAOYSA-N	CCCCCC(O)=O	caproate (6:0)	caproate (6:0)	142-62-1	8552	HMDB0000535	C01585	8892	Neg
932	209	32492	125852	Lipid	Medium Chain Fatty Acid	1513	NAMED	WWZKQHOCKIZLMA-UHFFFAOYSA-N	CCCCCCCC(O)=O	caprylate (8:0)	caprylate (8:0)	124-07-2	370	HMDB0000482	C06423	379	Neg
935	305	1519	147116	Carbohydrate	Disaccharides and Oligosaccharides	1343	NAMED	CZMRCDWAGMRECN-UGDNZRGBSA-N	OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O	sucrose	sucrose	57-50-1	5768	HMDB0000258	C00089	5988	Polar
980	209	1361	125726	Lipid	Long Chain Saturated Fatty Acid	1531	NAMED	WQEPLUUGTLDZJY-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCC	pentadecanoate (15:0)	pentadecanoate (15:0)	10002-84-2,1002-84-2	13249	HMDB0000826	C16537	13849	Neg
1001	400	32306	155905	Amino Acid	Urea cycle; Arginine and Proline Metabolism	520	NAMED	PMMYEEVYMWASQN-DMTCNVIQSA-N	O[C@@H]1C[C@@H](C(O)=O)NC1	trans-4-hydroxyproline	hydroxyproline	51-35-4	5605	HMDB0000725	C01157	5810	Pos Early
1002	305	1107	146424	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4160	NAMED	POJWUDADGALRAB-UHFFFAOYSA-N	O=C(N1)C(NC(N)=O)NC1=O	allantoin	allantoin	97-59-6	199	HMDB0000462	C02348,C01551,C02350	439714,204,439713	Polar
1004	400	3147	155488	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4148	NAMED	LRFVTYWOQMYALW-UHFFFAOYSA-N	O=C(N1)C(N=CN2)=C2NC1=O	xanthine	xanthine	69-89-6	1151	HMDB0000292	C00385	1188	Pos Early
1021	305	1494	147478	Amino Acid	Glutathione Metabolism	587	NAMED	ODHCTXKNWHHXJC-VKHMYHEASA-N	O=C1CC[C@@H]([C@@](O)=O)N1	5-oxoproline	5-oxoproline	98-79-3	7127	HMDB0000267	C02237,C01879	439685,7405	Polar
1023	400	1516	155390	Amino Acid	Glycine, Serine and Threonine Metabolism	5	NAMED	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	CNCC(O)=O	sarcosine	sarcosine	107-97-1	1057	HMDB0000271	C00213	1088	Pos Early
1024	209	1508	124797	Cofactors and Vitamins	Pantothenate and CoA Metabolism	4364	NAMED	GHOKWGTUZJEAQD-ZETCQYMHSA-N	O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO	pantothenate	pantothenate (Vitamin B5)	137-08-6	6361	HMDB0000210	C00864	6613	Neg
1025	400	1444	155369	Amino Acid	Lysine Metabolism	133	NAMED	HXEACLLIILLPRG-UHFFFAOYSA-N	OC(C1NCCCC1)=O	pipecolate	pipecolate	4043-87-2		HMDB0000070			Pos Early
1026	209	1600	124589	Lipid	Phospholipid Metabolism	2260	NAMED	SUHOOTKUPISOBE-UHFFFAOYSA-N	NCCOP(O)(O)=O	phosphoethanolamine	phosphoethanolamine (PE)	1071-23-4	990	HMDB0000224	C00346	1015	Neg
1052	305	1572	146444	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1260	NAMED	RBNPOMFGQQGHHO-UHFFFAOYSA-N	O=C(O)C(O)CO	glycerate	glycerate	600-19-1	732	HMDB0000139,HMDB0006372	C00258	439194,752	Polar
1083	209	1589	124587	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	441	NAMED	XUYPXLNMDZIRQH-LURJTMIESA-N	O=C(O)[C@H](CCSC)NC(C)=O	N-acetylmethionine	N-acetylmethionine	65-82-7	395338	HMDB0011745	C02712	448580	Neg
1087	209	1552	125983	Lipid	Long Chain Monounsaturated Fatty Acid	1569	NAMED	DPUOLQHDNGRHBS-KTKRTIGZSA-N	OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O	erucate (22:1n9)	erucate (22:1n9)	112-86-7	7924	HMDB0002068	C08316	8216,5281116	Neg
1090	402	43807	159596	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4436	NAMED	BPYKTIZUTYGOLE-KDUUSRDASA-N	CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2	bilirubin (Z,Z)	bilirubin	635-65-4	4444055	HMDB0000054	C00486	5280352	Pos Late
1097	209	2763	125997	Carbohydrate	Nucleotide Sugar	1402	NAMED	HDYANYHVCAPMJV-UHFFFAOYSA-N	OC1C(N(C=CC2=O)C(N2)=O)OC(COP(OP(OC(C(C(O)C3O)O)OC3C(O)=O)(O)=O)(O)=O)C1O	UDP-glucuronate	UDP-glucuronate	28053-08-9,63700-19-6	16522	HMDB0000935	C00167	17473	Neg
1099	400	1573	155411	Nucleotide	Purine Metabolism, Guanine containing	4209	NAMED	NYHBQMYGNKIUIF-UUOKFMHZSA-N	O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N)N1	guanosine	guanosine	118-00-3	6544	HMDB0000133	C00387	6802	Pos Early
1105	402	1561	164189	Cofactors and Vitamins	Tocopherol Metabolism	4388	NAMED	GVJHHUAWPYXKBD-IEOSBIPESA-N	CC1=C2C(O[C@@](CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)C)(C)CC2)=C(C)C(C)=C1O	alpha-tocopherol	alpha-tocopherol	10191-41-0,59-02-9	14265	HMDB0001893	C02477	86472	Pos Late
1110	305	1585	147717	Amino Acid	Alanine and Aspartate Metabolism	31	NAMED	KTHDTJVBEPMMGL-VKHMYHEASA-N	O=C(O)[C@@H](NC(C)=O)C	N-acetylalanine	N-acetylalanine	97-69-8	79449	HMDB0000766	C02847	88064	Polar
1114	400	1566	155405	Nucleotide	Pyrimidine Metabolism, Thymine containing	4310	NAMED	QCHPKSFMDHPSNR-UHFFFAOYSA-N	O=C(O)C(C)CN	3-aminoisobutyrate	3-aminoisobutyrate	214139-20-5,10569-72-9	58481	HMDB0002166	C05145	64956	Pos Early
1123	209	1563	125732	Lipid	Primary Bile Acid Metabolism	3482	NAMED	RUDATBOHQWOJDD-LXEZOOAESA-N	C[C@]12CC[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]1([H])CC[C@@]2(C(CCC(O)=O)C)[H]	chenodeoxycholate	chenodeoxycholate	474-25-9,474-24-9		HMDB0000518	C02528	10133	Neg
1124	209	1564	124575	Energy	TCA Cycle	1457	NAMED	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(CC(CC(O)=O)(O)C(O)=O)=O	citrate	citrate	77-92-9	305	HMDB0000094	C00158	311	Neg
1128	400	42374	156916	Amino Acid	Glutathione Metabolism	588	NAMED	QWCKQJZIFLGMSD-GSVOUGTGSA-N	N[C@H](CC)C(O)=O	2-aminobutyrate	2-aminobutyrate	1492-24-6	388757	HMDB0000452	C02356	80283	Pos Early
1134	209	1604	124593	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4158	NAMED	LEHOTFFKMJEONL-UHFFFAOYSA-N	O=C1NC(NC(NC2=O)=O)=C2N1	urate	urate	120K5305,69-93-2		HMDB0000289	C00366	1175	Neg
1140	400	2730	155470	Peptide	Gamma-glutamyl Amino Acid	651	NAMED	JBFYFLXEJFQWMU-WDSKDSINSA-N	O=C(N)CC[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylglutamine	gamma-glutamylglutamine	10148-81-9	133013	HMDB0011738	C05283	150914	Pos Early
1141	209	1669	124595	Amino Acid	Tyrosine Metabolism	180	NAMED	KKADPXVIOXHVKN-UHFFFAOYSA-N	OC1=CC=C(CC(C(O)=O)=O)C=C1	4-hydroxyphenylpyruvate	4-hydroxyphenylpyruvate	156-39-8	954	HMDB0000707	C01179	979	Neg
1143	209	40605	223227	Lipid	Short Chain Fatty Acid	1505	NAMED	FERIUCNNQQJTOY-UHFFFAOYSA-N	OC(CCC)=O	butyrate/isobutyrate (4:0)	butyrate/isobutyrate (4:0)	109-92-6	259	HMDB0000039	C00246	264	Neg
1162	305	32377	147564	Carbohydrate	Aminosugar Metabolism	1436	NAMED	SQVRNKJHWKZAKO-UHFFFAOYSA-N	OC1(C(O)=O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1	N-acetylneuraminate	N-acetylneuraminate	131-48-6	10292217	HMDB0000230	C00270	439197	Polar
1200	402	32360	158463	Amino Acid	Polyamine Metabolism	561	NAMED	GUNURVWAJRRUAV-UHFFFAOYSA-N	CC(NCCCNCCCCNCCCN)=O	N(1)-acetylspermine	N(1)-acetylspermine	77928-70-2	892	HMDB0001186	C02567	496,916	Pos Late
1206	305	12110	147725	Energy	TCA Cycle	1461	NAMED	ODBLHEXUDAPZAU-OKKQSCSOSA-N	OC(C[C@@H]([C@H](O)C(O)=O)[C@@](O)=O)=O	isocitrate	isocitrate	20226-99-7	1161	HMDB0001874	C00451	5318532	Polar
1212	305	15741	147960	Carbohydrate	Aminosugar Metabolism	1430	NAMED	FZLJPEPAYPUMMR-FMDGEEDCSA-N	O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(O)(O)=O)[C@@H]1NC(C)=O	N-acetyl-glucosamine 1-phosphate	N-acetyl-glucosamine 1-phosphate	31281-59-1	389323	HMDB0001367	C04256	440364	Polar
1213	305	15107	147950	Carbohydrate	Aminosugar Metabolism	1429	NAMED	BRGMHAYQAZFZDJ-FMDGEEDCSA-N	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1NC(C)=O	N-acetylglucosamine 6-phosphate	N-acetylglucosamine 6-phosphate	102029-88-9	8216065	HMDB0002817	C00357	439219	Polar
1221	400	27718	155838	Amino Acid	Creatine Metabolism	536	NAMED	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(C(N)=N)CC(O)=O	creatine	creatine	57-00-1	566	HMDB0000064	C00300	586	Pos Early
1223	305	36831	152276	Carbohydrate	Nucleotide Sugar	1410	NAMED	TXCIAUNLDRJGJZ-GDBHBTNTSA-N	O[C@@]([C@]1(OP(OC[C@H]2O[C@@H](N(C=CC(N)=N3)C3=O)[C@H](O)[C@@H]2O)(O)=O)O[C@H]([C@@H](O)[C@@H](O)CO)[C@@H](NC(C)=O)[C@H](O)C1)=O	cytidine 5'-monophospho-N-acetylneuraminic acid	cytidine 5'-monophospho-N-acetylneuraminic acid	3063-71-6		HMDB0001176	C00128	448209	Polar
1224	400	18368	155661	Amino Acid	Glutathione Metabolism	586	NAMED	KDJVKDYFFTWHBO-UHFFFAOYSA-N	O=C(NCC(O)=O)C(N)CSSCC(N)C(NCC(O)=O)=O	cys-gly, oxidized	cys-gly, oxidized	7729-20-6	295316			333293	Pos Early
1231	209	17805	126039	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1592	NAMED	XSXIVVZCUAHUJO-HZJYTTRNSA-N	O=C(O)CCCCCCCCC/C=C\C/C=C\CCCCC	dihomo-linoleate (20:2n6)	dihomolinoleate (20:2n6)	2091-39-6	4944228	HMDB0005060	C16525	6439848	Neg
1242	400	15650	155564	Nucleotide	Purine Metabolism, Adenine containing	4180	NAMED	GFYLSDSUCHVORB-IOSLPCCCSA-N	N=C1C2=C(N([C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)C=N2)N=CN1C	N1-methyladenosine	1-methyladenosine	15763-06-1	4573813	HMDB0003331	C02494	27476	Pos Early
1254	209	15122	126021	Lipid	Glycerolipid Metabolism	2865	NAMED	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OC(CO)CO	glycerol	glycerol	56-81-5	733	HMDB0000131	C00116	753	Neg
1256	400	15506	155556	Lipid	Phospholipid Metabolism	2254	NAMED	CRBHXDCYXIISFC-UHFFFAOYSA-N	[O-]CC[N+](C)(C)C	choline	choline	67-48-1	149278	HMDB0000097	C00114	305	Pos Early
1263	400	15915	155605	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	451	NAMED	MEFKEPWMEQBLKI-YDBXVIPQSA-N	NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](C[S+](CCC(N)C([O-])=O)C)([H])O3	S-adenosylmethionine (SAM)	S-adenosylmethionine (SAM)	86867-01-8,24346-00-7,86867-0108		HMDB0001185	C00019	34755	Pos Early
1310	209	5278	126003	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4335	NAMED	BAWFJGJZGIEFAR-JTDWVUTFSA-N	NC1=NC=NC2=C1N=CN2[C@@H]3[C@@H](O)[C@@H](O)[C@H](COP(OP(OC[C@@H]4[C@@H](O)[C@@H](O)[C@H]([N+]5=CC(C(N)=O)=CC=C5)O4)([O-])=O)(O)=O)O3	nicotinamide adenine dinucleotide (NAD+)	NAD+	53-84-9	5681		C00003	5892	Neg
1312	400	22152	155794	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4333	NAMED	DAYLJWODMCOQEW-TURQNECASA-N	O[C@@H]1[C@@H](COP([O-])(O)=O)O[C@@H]([N@@+]2=CC=CC(C(N)=O)=C2)[C@@H]1O	nicotinamide ribonucleotide (NMN)	nicotinamide ribonucleotide (NMN)	1094-61-7	13553	HMDB0000229	C00455	14180	Pos Early
1342	400	12017	155509	Amino Acid	Tyrosine Metabolism	209	NAMED	PFDUUKDQEHURQC-ZETCQYMHSA-N	COC1=C(O)C=CC(C[C@@H](C(O)=O)N)=C1	3-methoxytyrosine	3-methoxytyrosine	300-48-1	8948	HMDB0001434		9307	Pos Early
1383	400	12032	155514	Xenobiotics	Drug - Analgesics, Anesthetics	5411	NAMED	RZVAJINKPMORJF-UHFFFAOYSA-N	OC1=CC=C(NC(C)=O)C=C1	4-acetamidophenol	4-acetamidophenol	103-90-2	1906	HMDB0001859	C06804	1983	Pos Early
1386	209	62978	221502	Xenobiotics	Drug - Analgesics, Anesthetics	5438	NAMED	CGIGDMFJXJATDK-UHFFFAOYSA-N	ClC(C=C1)=CC=C1C(N2C(C)=C(CC(O)=O)C3=CC(OC)=CC=C32)=O	indomethacin	indomethacin	53-86-1	3584	HMDB0014473	C01926,D00141	3715	Neg
1442	305	12129	147727	Amino Acid	Leucine, Isoleucine and Valine Metabolism	368	NAMED	AXFYFNCPONWUHW-UHFFFAOYSA-N	CC(C)(O)CC(O)=O	beta-hydroxyisovalerate	beta-hydroxyisovalerate	625-08-1	62571	HMDB0000754		69362	Polar
1518	402	44877	164219	Lipid	Ceramides	3046	NAMED	YDNKGFDKKRUKPY-TURZORIXSA-N	OC[C@@H]([C@H](O)/C=C/CCCCCCCCCCCCC)NC(CCCCCCCCCCCCCCC)=O	N-palmitoyl-sphingosine (d18:1/16:0)	N-palmitoyl-sphingosine (d18:1/16:0)	24696-26-2	4446677	HMDB0004949		5283564	Pos Late
1526	402	19263	164198	Lipid	Phosphatidylethanolamine (PE)	2430	NAMED	FHQVHHIBKUMWTI-OTMQOFQLSA-N	CCCCCCCC\C=C/CCCCCCCC(O[C@](COC(CCCCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+]([H])([H])[H])=O)[H])=O	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	26662-94-2	4446615	HMDB0005320		5283496	Pos Late
1531	402	19261	166254	Lipid	Phosphatidylserine (PS)	2521	NAMED	OIWCYIUQAVBPGV-DAQGAKHBSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)O[C@@H](COP(OC[C@@H](C(O)=O)N)(O)=O)COC(CCCCCCCCCCCCCCC)=O	1-palmitoyl-2-oleoyl-GPS (16:0/18:1)	1-palmitoyl-2-oleoyl-GPS (16:0/18:1)	40290-44-6	4446618	HMDB0012357	C13880	5283499	Pos Late
1537	402	42446	165129	Lipid	Phosphatidylcholine (PC)	2308	NAMED	JLPULHDHAOZNQI-ZTIMHPMXSA-N	O=P([O-])(OC[C@@H](COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)OCC[N+](C)(C)C	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	40811-94-7	4450224	HMDB0007973		5287971	Pos Late
1538	402	19503	164530	Lipid	Sphingomyelins	3131	NAMED	LKQLRGMMMAHREN-YJFXYUILSA-N	CCCCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	stearoyl sphingomyelin (d18:1/18:0)	stearoyl sphingomyelin (d18:1/18:0)	85187-10-6,85187-10-6	4956085	HMDB0001348	C00550	6453725	Pos Late
1539	402	52461	165127	Lipid	Phosphatidylcholine (PC)	2305	NAMED	WTJKGGKOPKCXLL-PFDVCBLKSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)O[C@@H](COC(CCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	26853-31-6,26853-31-6	4940699	HMDB0007972	C13875	6436017	Pos Late
